 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
PC_9 0.0001891964715339351 -4.289758876005874e-06 -1.4172182348382814e-05 1.8648093338966632e-07 -1.1454662150190766e-09 0.015707815239009913 -0.005797588326161336 0.01277863651772428 0.002803016347002386 0.05146167101680436 0.07704795478574447 1.527213408780912 0.1061671745765588 -0.006661284513736547 -0.10513669805348398 0.09270018050997798 -0.004078947142006331 -0.01818714813556209 -0.0722868443397102 -0.024314729359943874 -0.08162478572681497 -0.04535354264355047 -0.01826240033574561 -0.08134157958352096 0.09535976368986494 0.00011132006800330916 -0.0001919936901625193 0.000310586629171808 -4.051903538930092e-05
PC_10 9.058855710200103e-05 -4.067645226586101e-05 -5.1750450825510235e-05 -4.04912204784732e-07 8.62133161887253e-09 -0.028872903282807907 0.0070715603541550865 -0.03440461422400438 0.00155202832416173 -0.05731255063345373 0.020130605844220606 0.10616717457655832 1.9016232911234863 0.1490188533760349 -0.08016013156635494 -0.028526590989687104 -0.03139327088153098 0.0019469341636711584 0.036767901956059466 0.011577230104310837 0.12475994020315571 0.06990498059992895 0.0007934994280202057 -0.025188131734018886 -0.07529751372881853 1.3183233998087834e-05 0.00014077250751440415 -1.8350409348234185e-05 0.00014402075877994317
PC_11 0.00015455094468615663 5.99835945985759e-05 0.0001439381500939892 -3.230232660128803e-06 3.1518007412494124e-08 -0.01583678869771946 -0.02352319744841012 -0.028753020367034202 0.02685100179902492 0.08096385556634707 0.026685575737573842 -0.006661284513737017 0.14901885337603468 1.6950177620862212 0.029447970707492784 0.08813075907459594 0.042451674241677124 0.061256610143171755 -0.013955029445241107 0.04731050822017835 -0.1512429898376607 -0.06566684060773993 0.027076032998311017 -0.07148891115853136 0.16453961532961056 4.974216192969652e-05 -6.12627423130487e-05 -0.0002449734948581789 0.00043827808281128095
PC_12 -0.0005577172005120731 7.311696430372837e-06 -7.282831212521683e-05 1.795494084397912e-06 -1.3571496674587287e-08 -0.011018057710931293 0.02066761303008137 -0.053614674874764436 -0.04484716510413759 0.03216381854751376 0.011893549442982536 -0.10513669805348379 -0.08016013156635528 0.029447970707492752 1.9913649934266382 0.06679519993631419 0.04461692304209553 -0.049030293347265386 0.06180117522332779 0.06386853512717128 0.0926393827184684 0.031282330297375434 0.035104451828943624 0.05811346905788341 0.010687797212877298 -0.00016717632338366387 3.642454304588482e-05 -0.0002441450078835125 0.00026329216672684694
PC_13 0.0007297441733421544 -6.900997736793778e-05 1.2163086593033363e-05 -1.247941043724742e-06 9.36383136583836e-09 0.02707058267178559 0.04226930271893846 -0.015612071407134446 -0.010074088859991467 0.05620068095073052 -0.016804239396163396 0.09270018050997836 -0.028526590989687548 0.08813075907459625 0.06679519993631397 1.9642553611388156 0.14856937582332744 -0.0858753825318302 -0.04185376214797041 0.11414075673192858 0.12767713064954986 0.036107280919362134 -0.10158447645681787 -0.026213217465211824 -0.09778274872325228 -2.2694635136498587e-05 0.00024356193795986326 -0.00015313545715516216 -0.0005946667382999596
PC_14 0.00021033188430460149 5.337641008294373e-05 9.383596946942734e-05 -2.8242258868432646e-06 3.290739349971038e-08 0.013557048562958423 -0.05567306403590155 0.0043914823732917885 0.04375194347243653 0.04138773966882842 0.05528968327265045 -0.004078947142005945 -0.03139327088153115 0.0424516742416771 0.044616923042095635 0.1485693758233272 1.9850036833169105 0.06794907768008333 -0.046679168730365636 0.044137537341180824 0.005212703011574396 -0.03358338841052615 -0.016481812537461484 -0.13467316284806527 0.11788745791706524 1.2680203703427052e-05 0.00010568871750593263 0.0001719763028041683 -0.00037500688561348353
PC_15 -0.00023831235441530038 -4.2289639468582146e-05 8.660341115837803e-05 -2.235713241010671e-06 1.1011791802528414e-08 0.03612694913589528 -0.03181765144706549 -0.03171152735967789 -0.10969866434444918 -0.11847165561255261 0.08733437476550611 -0.018187148135562305 0.0019469341636716635 0.06125661014317206 -0.049030293347265386 -0.08587538253183036 0.06794907768008358 2.2869296032330735 -0.05636460007234105 0.037999253203543866 0.04217923673075235 -0.028753785301962126 0.04125951764762556 0.01120777497489675 -0.09300162465682006 8.63856270275362e-06 -0.0002861620301130919 0.0004644920451360032 -0.00011157418133309489
PC_16 -8.982988549579616e-05 -1.285733422204634e-05 9.807844506700815e-06 -8.788167006299377e-07 8.410033893458068e-09 -0.016966038026667903 0.035864686454194106 0.0203550597513146 0.04264840352802987 -0.05830927009137468 -0.0744167756790075 -0.07228684433970929 0.03676790195605975 -0.013955029445240713 0.06180117522332748 -0.04185376214797156 -0.04667916873036562 -0.056364600072340426 2.4460639372607433 0.01715760214053915 -0.03235849237774725 0.06068610016315293 0.058828305515096546 0.04566108741409755 -0.015805042760984583 -9.378121928032965e-05 -2.25196950777759e-05 0.00016262663250923712 -0.000563112122124407
PC_17 -0.0004110646667904845 8.072421633760149e-05 8.667598480852255e-06 1.190438286423054e-06 -8.30335640193473e-09 -0.06104711543697298 0.046632530869962295 -0.07561920455217605 0.08913929288561195 0.0852273033678384 0.04635525166201805 -0.024314729359943606 0.011577230104311659 0.047310508220178196 0.06386853512717147 0.11414075673192849 0.04413753734118045 0.03799925320354394 0.017157602140537805 2.66492653652281 -0.024299109402314313 -0.0012093140016126084 -0.09523357514997374 -0.08517735656138589 -0.08783754297289852 2.0830392308117594e-05 -0.0003533421593019322 0.0004968279906285826 -5.102637279273933e-05
PC_18 -0.0007050369383367622 3.576536408459862e-05 1.746226273979625e-05 5.883306507097296e-07 -9.460197399481702e-09 -0.015757954987949012 -0.0294785556458634 0.000420043164337003 -0.015759388703463342 0.009829292709964271 0.09175870115103638 -0.08162478572681528 0.1247599402031539 -0.15124298983766105 0.09263938271846878 0.12767713064954986 0.005212703011574312 0.0421792367307522 -0.0323584923777471 -0.02429910940231431 2.449349052358479 0.15196340837220176 -0.05028304005505383 -0.12056113076389044 0.06613271000945259 0.0005719227154715134 5.5852730425109536e-05 -0.0005434844243532294 0.00035667886013914847
PC_19 1.7776224792589193e-05 -1.8174708126694468e-05 -5.468292187550187e-06 -1.031311106693468e-06 1.2422009093079377e-08 -0.015274682004483413 0.018206719438407935 0.005544000759089177 -0.0036177385816158593 -0.007379026007693004 0.03281841292358087 -0.045353542643549946 0.06990498059992879 -0.06566684060773957 0.03128233029737793 0.036107280919362286 -0.033583388410526015 -0.028753785301962303 0.06068610016315276 -0.0012093140016122801 0.15196340837220326 2.3846315779829226 -0.01036325174925834 0.04695048778435088 0.1348102243014077 -0.0007907058225016065 3.181788823222483e-05 0.0003421340963464595 -0.00034362965041072156
PC_20 -0.00041909073378124584 1.4097893505261343e-05 5.9312820056421475e-05 -2.758427210569893e-06 2.8012614542096054e-08 0.02384421321245098 -0.02579945027732067 -0.01547159915894635 -0.043469968133994515 -0.052000384252309836 -0.002694297149865668 -0.018262400335745863 0.0007934994280194886 0.027076032998310996 0.035104451828943846 -0.10158447645681801 -0.016481812537461366 0.04125951764762525 0.05882830551509724 -0.09523357514997347 -0.050283040055053664 -0.010363251749258414 2.6931424379521576 0.12538385477029884 -0.05528348267859123 3.2558813999632044e-05 0.00017346414677699325 -0.00043194448718187787 0.00027164960938002295
PC_21 -0.00034147856986231796 4.888601203773329e-05 4.975081795810263e-05 -1.9427756228008677e-06 2.3524723771698017e-08 -0.01853496550995617 0.006654668191463468 -0.015659475188695454 0.012302715621612644 0.027459244016098158 0.01688913869823778 -0.08134157958352126 -0.025188131734019445 -0.07148891115853159 0.05811346905788388 -0.026213217465211963 -0.13467316284806546 0.011207774974896476 0.04566108741409742 -0.0851773565613856 -0.12056113076389033 0.04695048778435109 0.12538385477029879 2.9673020866047652 0.10514260959361259 0.00022878506068244904 5.888621930559641e-05 5.373393864269006e-05 3.194767229314215e-06
PC_22 0.0013436224367152614 -0.00011792560873877595 0.0002116368348826245 -7.270720331535801e-06 5.6679323077416146e-08 0.04709320288040012 0.05100230945959696 0.05528464179063664 -0.058744016798987324 -0.07587241017261308 -0.044846650659303836 0.09535976368986428 -0.07529751372881893 0.16453961532961156 0.01068779721287709 -0.0977827487232527 0.11788745791706612 -0.09300162465682009 -0.015805042760984468 -0.08783754297289807 0.06613271000945264 0.13481022430140763 -0.05528348267859058 0.1051426095936135 2.715072356879375 0.00015856646893934616 -5.1220378350290104e-05 -0.0001705528291854724 0.00031685325761060605
proband -9.261311109174428e-07 -6.131834021435191e-08 3.229201845280812e-07 -7.282876095975316e-09 3.2380170093341015e-11 4.498166556453813e-05 -5.5330111168092466e-05 -3.162924775145817e-05 -0.00011706635189507386 -5.1286876940772755e-05 0.00014694409270855539 0.00011132006800321948 1.3183233998022125e-05 4.974216192969922e-05 -0.00016717632338368165 -2.2694635136517862e-05 1.2680203703417228e-05 8.638562702777846e-06 -9.378121928036283e-05 2.0830392308093812e-05 0.0005719227154714229 -0.0007907058225016556 3.2558813999646925e-05 0.00022878506068245603 0.00015856646893934128 5.9138345952451265e-05 -2.846664009391121e-05 -1.4517573572832344e-07 -1.973805921889826e-06
maternal 3.1356783903570977e-06 4.3749839303064117e-08 -2.339875798541284e-07 2.2304436316146415e-09 -1.7370857557960963e-12 -4.722805292392384e-05 -9.264866304440002e-05 -2.343425805859278e-05 9.066289526449811e-05 -0.00021252095267890127 -0.00010754216691867115 -0.0001919936901624034 0.00014077250751352198 -6.126274231312831e-05 3.6424543045744605e-05 0.00024356193795986973 0.00010568871750592014 -0.0002861620301131922 -2.2519695076643902e-05 -0.0003533421593018758 5.585273042501774e-05 3.181788823230953e-05 0.00017346414677698086 5.8886219305586344e-05 -5.12203783502574e-05 -2.8466640093911257e-05 0.0003001040723651758 -0.00024959139943242666 -0.00022201430756015994
gpm -3.362471983093895e-06 -3.193687831836426e-07 -2.3456291789360313e-06 4.797062260469467e-08 -3.3219666752804995e-10 7.111222242731643e-05 -2.9725701113383537e-05 7.112579729422353e-05 -0.00034332307550756454 0.00024081489984442939 6.820394366616067e-05 0.00031058662917162296 -1.8350409347449443e-05 -0.00024497349485807927 -0.0002441450078834764 -0.00015313545715516888 0.00017197630280415472 0.00046449204513607077 0.00016262663250850057 0.0004968279906285516 -0.0005434844243531438 0.0003421340963464026 -0.0004319444871818728 5.373393864266981e-05 -0.00017055282918552846 -1.4517573572830208e-07 -0.0002495913994324268 0.0007019126808711102 -0.00021287114986119653
gmm -2.9604263910813374e-06 2.1864111285255086e-08 2.220724876368018e-06 -5.019164674069764e-08 3.776977103486583e-10 0.0001404627879097808 0.0004244565138600075 -4.0274025365518294e-05 -0.00012100328375632365 -2.5209793596038635e-05 0.00017097931796439334 -4.051903538985977e-05 0.00014402075877987733 0.0004382780828112907 0.00026329216672699537 -0.0005946667382999807 -0.0003750068856134516 -0.00011157418133302483 -0.0005631121221249056 -5.102637279278249e-05 0.0003566788601391952 -0.0003436296504108433 0.0002716496093800536 3.194767229343451e-06 0.00031685325761059537 -1.973805921889854e-06 -0.00022201430756015926 -0.00021287114986119735 0.0006537741380712955
