 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -3.1718359039673476e-07 8.751734180622222e-07 -1.91529310790132e-08 1.256709619054447e-10 4.631116681382871e-06 -1.258272729438611e-07 -7.605944961379662e-10 2.4889775376861826e-11 -1.0791037153396585e-08 2.0487081554405696e-07 3.24914650540994e-06 4.853164565383067e-08 1.6420423076524077e-08 -9.782682997717858e-08 -7.218603236484493e-08 -6.470662079579771e-08 -5.215353040686668e-08 6.89542494159163e-08 1.8277394516004387e-08 7.461890099558148e-08 2.0546176190370546e-08 4.215107805213646e-08 -7.407653855427361e-08 1.1884723929359638e-08 -5.967009132141152e-09 -1.0664225979058857e-08 -2.0572300087986142e-09 -3.101555332455664e-08 4.773222297620742e-07 5.967721788730846e-07 1.2991510760815868e-06 -1.2309007737811659e-06
pcs.V6 -4.932586859818881e-07 -8.61356262222448e-08 7.81791992876134e-10 -5.771990987033231e-12 -1.4102223973833473e-05 1.1688066637718233e-06 -2.812531201441413e-08 2.006392394420478e-10 7.003470046968346e-08 2.7990423393588315e-08 4.853164565382934e-08 3.1332728558206526e-06 5.839494708208703e-08 -1.849341115114099e-08 2.9952398797957946e-08 -8.881962204284067e-09 1.0734355652472951e-07 1.7149894659741863e-08 3.4393437891953804e-08 3.486264610957837e-08 1.0927515175544044e-08 1.3697764772601688e-08 -1.496740285015602e-08 3.828388046786655e-08 -8.654762786509827e-09 -1.2239032099565326e-08 -3.2072418927757356e-08 -5.3353221379156705e-08 -4.214866413431193e-07 -1.3872312829508392e-07 1.5587696902816698e-06 7.515686937831412e-07
pcs.V7 8.552225954442408e-08 8.743239525876242e-07 -2.235004561891436e-08 1.6960958135767846e-10 2.2639395486543445e-05 -1.6783173381156358e-06 3.809753974697878e-08 -2.6582907870201547e-10 1.814899502357359e-08 1.0007001207079935e-07 1.642042307652626e-08 5.839494708208821e-08 3.651874478447244e-06 1.4470089689942776e-08 -3.310628642550725e-08 -2.0686642864389903e-07 7.919687037476662e-09 -6.152360172738399e-09 6.527695793494819e-08 -7.21943256127006e-08 -9.634623502022071e-08 4.2053675308131825e-08 -5.4502033625767415e-08 5.032213249561092e-08 1.4037124176868884e-07 -1.797229223635184e-07 4.188074840532915e-08 -3.4027658586768e-08 1.3990932568799844e-07 4.3951819096647794e-07 1.0319560775535597e-07 -1.5183706934248294e-06
pcs.V8 -1.0849922196148075e-07 -8.868415916172388e-08 -2.5526027403215965e-09 4.9662716119380177e-11 -1.1717886371135116e-05 4.6295194564910497e-07 -2.822429881270879e-09 -2.6870466530344682e-11 3.7217052018282814e-08 -1.1032866431774096e-07 -9.782682997717877e-08 -1.8493411151141893e-08 1.4470089689943764e-08 3.5197491765579796e-06 8.644359081277003e-08 -3.8788409562719004e-08 -1.751452257850295e-08 1.2018682359489854e-07 8.765053440233365e-08 3.233905820206408e-08 -2.176776126535933e-08 1.006211825276363e-08 -9.291719364333519e-08 6.528062626431146e-08 3.6542483784783803e-09 5.670678909586193e-08 2.5629033487973227e-08 4.192970586502824e-09 -4.0703986858199276e-07 -1.442248666220398e-07 6.495437552909756e-07 2.770009615811146e-07
pcs.V9 -7.411728654405383e-07 -1.0944752323048412e-06 2.602318140852988e-08 -1.9204885865599098e-10 2.443184949670217e-05 -1.3302579301776432e-06 2.3269873909803255e-08 -1.254003608579172e-10 -1.535825181689548e-07 -1.633616744779494e-07 -7.218603236484383e-08 2.9952398797962407e-08 -3.310628642551215e-08 8.644359081277018e-08 3.4882558272100973e-06 -6.934407948439855e-09 -2.775285583262401e-08 7.377751289005263e-08 3.612012236404153e-08 -2.4816077370723885e-08 -5.984179643319939e-09 -2.6836642566142772e-08 -7.654241062048201e-08 -8.271860541278493e-08 -6.185254499975454e-08 -3.060752968446359e-08 -2.797616605919994e-08 -2.4335021824127525e-08 1.8453763874691388e-07 -8.299753997682031e-07 2.8433858067868875e-07 -1.4643446472922728e-07
pcs.V10 -6.59913109888228e-08 1.533687181911924e-07 2.2117285925451319e-10 -1.727618635097199e-11 -5.200075897500998e-06 6.184098341688957e-07 -1.7121620719506126e-08 1.31820531244758e-10 2.1288716541298064e-08 9.170572898221621e-08 -6.470662079579854e-08 -8.881962204284287e-09 -2.0686642864389945e-07 -3.8788409562718594e-08 -6.934407948442126e-09 3.59774132171083e-06 8.068280116697432e-08 3.7690671364590517e-08 4.489017636488605e-08 8.898520748373954e-09 -6.428507047048912e-08 2.5447173321247812e-08 -2.4531673608208344e-08 1.8821010654067778e-08 8.571925163612164e-09 9.434950021765641e-08 -4.1873726132007756e-08 2.3057045839826295e-08 1.081561519713925e-06 5.846152325638389e-07 -2.404502839587169e-07 -2.836899285865437e-07
pcs.V11 8.689769183940771e-07 2.372727541609375e-07 -7.537783896926835e-09 6.782935826821514e-11 -1.6926575657535542e-05 1.005183506472487e-06 -1.841570906031716e-08 1.0354610398858986e-10 7.301143658124675e-08 -2.5592150707811108e-08 -5.215353040686805e-08 1.0734355652472708e-07 7.919687037478568e-09 -1.751452257850253e-08 -2.7752855832625027e-08 8.06828011669731e-08 3.446349438220804e-06 -5.6753210657877e-08 3.0872875715055564e-08 1.9058936409930795e-08 -1.252461414293967e-07 -1.1293797162856546e-08 8.36420028962468e-08 3.247608801225355e-08 8.1317550190319e-09 -2.2215705379283494e-08 -7.415478499800257e-08 3.166105110915488e-08 -5.537658255451211e-07 5.136926876518553e-08 1.1943116471475258e-06 6.514982241103721e-07
pcs.V12 1.8372869021452915e-07 -5.153058820527347e-07 1.1152214867691298e-08 -7.878074987304311e-11 2.814162798416897e-05 -1.9772776247743218e-06 4.268386607917211e-08 -2.940622620200814e-10 -5.491476245167422e-09 1.6496688353034057e-08 6.895424941591879e-08 1.71498946597439e-08 -6.152360172738951e-09 1.201868235948974e-07 7.377751289005733e-08 3.769067136459137e-08 -5.675321065787912e-08 3.4245306048547545e-06 -2.4451650628741374e-08 -2.8616360227242497e-08 -2.2410340810647995e-08 3.808234649365203e-08 8.254981701490542e-08 1.5736338247616352e-08 -2.208458260550782e-08 2.90309716856597e-08 -3.433126202912876e-08 6.51047842868929e-08 4.830280521469159e-07 6.943950353673932e-07 -3.516662160860591e-07 -1.2993303557725801e-06
pcs.V13 -1.1774382294269668e-07 -2.449832771927984e-07 7.616176603340415e-09 -7.494564067859331e-11 4.4078627023482874e-06 -1.1763729940564852e-07 -3.340966815877335e-09 6.020525054921252e-11 -6.616203884428157e-08 6.49865460821799e-08 1.8277394516004126e-08 3.439343789195444e-08 6.527695793494716e-08 8.765053440233385e-08 3.6120122364040686e-08 4.489017636488632e-08 3.087287571505628e-08 -2.4451650628742446e-08 3.5167582401126046e-06 -5.1374678692064e-08 -6.170401512799016e-08 1.6643735091041364e-07 -6.652626869432625e-08 5.985734969190343e-08 2.049886984973334e-08 9.743044312021989e-08 -6.909946575881207e-08 7.539210408016064e-08 7.34504467250972e-07 3.4097374109907123e-07 -1.3002993287519253e-09 -1.649006214921733e-06
pcs.V14 -3.4605669126581554e-07 8.056101933537834e-07 -1.46099598174994e-08 8.245971956855917e-11 1.7407291387723372e-05 -1.3596516346851035e-06 3.136116670559435e-08 -2.2151587949977025e-10 5.328179732344431e-08 -1.0154014553815385e-07 7.46189009955835e-08 3.486264610957996e-08 -7.219432561270145e-08 3.2339058202063165e-08 -2.4816077370720546e-08 8.898520748374818e-09 1.9058936409929474e-08 -2.86163602272431e-08 -5.137467869206303e-08 3.657562854168367e-06 -2.1578683446014634e-08 -4.1996944603243714e-08 -1.3053886913583336e-08 -1.7965311938692645e-08 2.4048769181955315e-08 -8.858513323724973e-08 4.258704376945005e-08 -8.017137722361576e-09 3.8537197310579595e-08 2.718859994575359e-07 9.41587291191063e-07 4.277147935559898e-07
pcs.V15 -4.37701852411227e-07 1.4786519533656653e-07 -1.637365389108768e-09 -5.301603974857029e-12 1.7998171559397855e-05 -1.3225597254460102e-06 2.8204456460734895e-08 -1.799675057146612e-10 -2.5418774763291248e-08 -4.077043673089582e-09 2.054617619037217e-08 1.0927515175546281e-08 -9.63462350202224e-08 -2.1767761265359772e-08 -5.9841796433179384e-09 -6.428507047048804e-08 -1.252461414293972e-07 -2.2410340810649705e-08 -6.170401512798945e-08 -2.1578683446015322e-08 3.583765286451688e-06 5.7004200305182414e-08 2.2401502906084193e-09 6.313755619751445e-08 -2.6874155928523538e-08 -1.071466646216207e-07 -7.063020575980688e-08 3.328365121313072e-08 5.439571836290146e-07 7.347597350586761e-07 -1.879709185754573e-06 3.601015405030023e-07
pcs.V16 9.98282335278496e-08 -9.513596122301981e-07 1.6417395647912095e-08 -8.412487240909045e-11 -1.2657300326414673e-05 5.526644612683679e-07 -4.780278532962363e-09 -8.81790869084216e-12 -1.2925800418323264e-08 9.260727876588955e-08 4.215107805213617e-08 1.3697764772601001e-08 4.2053675308132844e-08 1.0062118252763971e-08 -2.6836642566143652e-08 2.5447173321247385e-08 -1.129379716285689e-08 3.808234649365288e-08 1.664373509104132e-07 -4.199694460324281e-08 5.700420030518278e-08 3.4302449411328674e-06 -8.491549441771411e-08 1.9064617289922655e-08 -3.123136750217585e-09 5.014379909386642e-08 -2.7982747080367454e-08 -4.9389348545817005e-08 -3.2155046527720585e-08 -8.440430641088173e-07 7.123894940483503e-07 4.020187293516952e-07
pcs.V17 4.1742603754340766e-07 -1.5786210206980553e-06 2.681641827332478e-08 -1.5209686169267535e-10 -2.9005380883066244e-05 1.899316079979833e-06 -4.18168098156527e-08 3.0548280165199567e-10 7.026659774700253e-10 -1.9120885393447654e-08 -7.407653855427623e-08 -1.4967402850159333e-08 -5.4502033625764504e-08 -9.291719364333415e-08 -7.654241062048541e-08 -2.4531673608210214e-08 8.364200289624741e-08 8.254981701490822e-08 -6.652626869432767e-08 -1.3053886913581906e-08 2.2401502906087617e-09 -8.491549441771317e-08 3.601773131611e-06 1.3839759554131457e-07 -5.521514204387727e-08 -4.490485652990206e-08 -7.852197231097423e-08 -1.1013623357436999e-08 -1.2410634870218023e-06 -5.520788540270115e-07 8.153261175089669e-07 1.0091818090222894e-06
pcs.V18 -4.012184780872966e-08 -7.518993324387193e-07 1.2788602348560073e-08 -7.00042392920563e-11 -4.22368655435894e-05 2.9256459554838417e-06 -6.401962388708038e-08 4.4916029871009576e-10 -1.568543022053849e-08 -1.4697551744618952e-08 1.1884723929355801e-08 3.8283880467865036e-08 5.032213249561021e-08 6.528062626431367e-08 -8.271860541279399e-08 1.8821010654067083e-08 3.2476088012257553e-08 1.5736338247614466e-08 5.985734969190185e-08 -1.7965311938694908e-08 6.313755619751119e-08 1.9064617289924802e-08 1.3839759554131978e-07 3.4432017244715037e-06 -5.408673067656678e-08 -1.2413091916337675e-08 -7.731184545715674e-08 -7.78064452295521e-08 1.009023414565173e-06 1.529542879089468e-06 -1.4004708467541254e-06 -1.9263832660801043e-06
pcs.V19 5.586498458458708e-07 1.151708079622544e-06 -2.8813400014039984e-08 2.1981096493223211e-10 1.629080419709263e-05 -1.4491371787525176e-06 3.464970281793782e-08 -2.4633678690586347e-10 -6.268615521893104e-09 4.581229529264023e-08 -5.967009132139431e-09 -8.654762786509734e-09 1.403712417686898e-07 3.6542483784777946e-09 -6.185254499974983e-08 8.571925163611908e-09 8.131755019029906e-09 -2.208458260550618e-08 2.0498869849733803e-08 2.404876918195706e-08 -2.6874155928521424e-08 -3.1231367502183854e-09 -5.521514204388086e-08 -5.408673067656821e-08 3.4227734377286615e-06 -6.235656585494862e-08 1.3143496283446887e-08 -2.235540546562495e-08 -8.839452691047355e-07 -9.353877481238816e-07 3.8575640494150636e-07 4.83701936843519e-07
pcs.V20 -8.416701193664864e-07 -1.677627436881472e-07 6.018484359420248e-09 -4.709767073153828e-11 -8.95717418104571e-06 7.187021894234862e-07 -1.8619387172357342e-08 1.4525404217918266e-10 -1.005395974123249e-07 6.157334273001463e-08 -1.0664225979059838e-08 -1.2239032099563685e-08 -1.7972292236352143e-07 5.670678909586279e-08 -3.060752968446805e-08 9.434950021765755e-08 -2.221570537928072e-08 2.9030971685655576e-08 9.74304431202196e-08 -8.858513323725271e-08 -1.0714666462162387e-07 5.014379909386741e-08 -4.490485652989715e-08 -1.2413091916332712e-08 -6.235656585495039e-08 3.514357498129968e-06 -5.4508949854756533e-08 6.597587705551893e-08 5.05890077527243e-07 -3.415376497100061e-08 -4.938133498210649e-07 -9.68457124496354e-07
pcs.V21 8.109476839107121e-08 5.235680348676445e-07 -1.6142984001501607e-08 1.319869503221448e-10 6.400207417027458e-07 -5.464276640322454e-07 1.836338525925994e-08 -1.479951275808906e-10 -5.786920137888141e-08 -4.55498190065291e-08 -2.0572300087975348e-09 -3.2072418927757244e-08 4.188074840532968e-08 2.562903348797286e-08 -2.7976166059197808e-08 -4.18737261320077e-08 -7.415478499800372e-08 -3.43312620291281e-08 -6.909946575881173e-08 4.258704376945095e-08 -7.06302057598061e-08 -2.7982747080368172e-08 -7.852197231097623e-08 -7.731184545715753e-08 1.314349628344656e-08 -5.4508949854755415e-08 3.489177591295233e-06 -1.1029594782967386e-07 1.5331273088135405e-07 -3.697246426999254e-07 -2.3380321156921116e-07 -6.831581711793713e-07
pcs.V22 1.3807836762256502e-07 -3.8881016271746227e-07 4.349692561589984e-09 -1.4324912097219502e-11 -1.428853660337209e-05 5.878927955633345e-07 -8.330497309435681e-09 3.4954058508339034e-11 2.1927031897091508e-08 1.648461945780097e-08 -3.101555332455709e-08 -5.3353221379157916e-08 -3.402765858676681e-08 4.19297058650319e-09 -2.433502182412842e-08 2.305704583982571e-08 3.166105110915471e-08 6.510478428689392e-08 7.539210408016011e-08 -8.017137722360691e-09 3.3283651213131046e-08 -4.9389348545816965e-08 -1.1013623357437719e-08 -7.780644522955392e-08 -2.2355405465623657e-08 6.597587705551736e-08 -1.1029594782967297e-07 3.513278963411532e-06 -2.700629868722629e-07 5.645621438288862e-07 5.807500522419139e-07 -1.08090109109766e-06
proband -2.695259616929345e-05 3.1191395694971437e-06 -7.826244076121078e-09 -3.6142853253533534e-10 0.00014670009156191854 -8.710325248494437e-06 1.768930335998352e-07 -1.2740781989366772e-09 6.233983866865837e-07 -1.2456565451608952e-07 4.773222297621125e-07 -4.2148664134300863e-07 1.3990932568789102e-07 -4.070398685819749e-07 1.845376387467978e-07 1.0815615197139908e-06 -5.53765825545043e-07 4.830280521467331e-07 7.345044672509656e-07 3.8537197310489545e-08 5.439571836289176e-07 -3.215504652772408e-08 -1.241063487021698e-06 1.0090234145653875e-06 -8.839452691048142e-07 5.058900775273159e-07 1.533127308813177e-07 -2.700629868722949e-07 0.0005639360095033158 0.0001900752526392806 -0.0004194010694165382 -0.0004290828168671887
sibling -5.6240448157125075e-05 -4.617263522103485e-06 1.4405265539997716e-07 -1.3339739161301887e-09 -0.0002112026349173682 1.7430012572297984e-05 -4.484329834792727e-07 3.465421781740862e-09 1.002075275635675e-06 6.179977912385355e-07 5.967721788730732e-07 -1.3872312829493484e-07 4.395181909662739e-07 -1.442248666219917e-07 -8.299753997684417e-07 5.846152325639287e-07 5.1369268765338665e-08 6.943950353671081e-07 3.4097374109905254e-07 2.7188599945735573e-07 7.347597350584862e-07 -8.44043064108775e-07 -5.520788540267531e-07 1.5295428790898144e-06 -9.353877481240218e-07 -3.415376497093466e-08 -3.697246426999909e-07 5.645621438289042e-07 0.00019007525263927796 0.000721869502375871 -0.0005164465174907276 -0.0005156479267827862
paternal 8.528392548119982e-05 -9.10521628375286e-06 3.8138693833366904e-08 5.39110644929072e-10 6.874137219621018e-05 -1.1679531049367798e-05 3.507015506185549e-07 -2.883246771070228e-09 2.106052545221495e-06 -2.657090674912421e-06 1.2991510760815682e-06 1.5587696902814034e-06 1.0319560775569313e-07 6.495437552909153e-07 2.843385806790407e-07 -2.404502839588786e-07 1.1943116471472875e-06 -3.516662160855854e-07 -1.3002993287384417e-09 9.415872911913584e-07 -1.8797091857542726e-06 7.123894940483081e-07 8.153261175085686e-07 -1.4004708467547274e-06 3.8575640494176994e-07 -4.938133498212093e-07 -2.3380321156908755e-07 5.807500522418752e-07 -0.000419401069416535 -0.00051644651749073 0.0010244204847299485 0.00027092892213682185
maternal 6.493383755106561e-05 3.4130553534027405e-05 -6.931520519553187e-07 4.529568213603924e-09 0.00040621194923988805 -2.879956925637289e-05 6.621592486164372e-07 -4.868585915187869e-09 1.662795013985018e-06 -2.0412163503047513e-06 -1.2309007737811491e-06 7.515686937829953e-07 -1.5183706934246393e-06 2.770009615810558e-07 -1.4643446472894532e-07 -2.8368992858663043e-07 6.514982241102096e-07 -1.2993303557722879e-06 -1.6490062149217028e-06 4.2771479355616245e-07 3.60101540503197e-07 4.020187293516523e-07 1.0091818090220315e-06 -1.926383266080437e-06 4.837019368436159e-07 -9.684571244963971e-07 -6.831581711793199e-07 -1.080901091097659e-06 -0.00042908281686718626 -0.0005156479267827855 0.00027092892213681854 0.0010097419272588276
