 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -6.499693545920684e-07 7.865998589758046e-07 -1.455476333560424e-08 8.322608287568198e-11 2.5296884695997172e-06 -6.931876892972461e-08 7.138663020935197e-11 7.0085708005055915e-12 -3.869754368700731e-08 8.009641795901368e-08 1.7984522821296292e-06 2.101120502159959e-08 -1.4982782938000437e-08 -5.4104941203121126e-08 1.6748189554889917e-08 -1.453418153145659e-08 -2.3576192661592832e-08 5.53416544685713e-08 1.4086315240409182e-08 1.3947196436320537e-08 2.2116581551670697e-08 2.8048606362317578e-08 -7.287540711917723e-09 -9.732047079951432e-09 -2.598003002167874e-09 9.194286419075994e-09 -1.2415334630361618e-08 -7.2310878379328e-09 6.41264986999063e-08 -1.161640873572285e-07 2.0664992941788095e-07 2.611285334062904e-07
pcs.V6 2.2703078676805084e-07 -7.287155325211181e-07 1.2206789034145354e-08 -6.631080748767067e-11 -1.6716100829604595e-05 1.0103325355790807e-06 -1.9367386220217986e-08 1.1699939610908832e-10 -9.138289780112533e-10 -5.829933318187912e-09 2.1011205021602137e-08 1.7393259902800963e-06 1.7096831908647202e-08 -1.7620400329420076e-10 2.9432689919775445e-08 -5.088549372308482e-09 6.589528788654135e-08 -3.0359810029103022e-09 -1.6464886646126965e-08 -3.389219005880514e-09 -1.902208431712951e-09 5.4357228335405145e-09 5.236375829885059e-09 -5.832669624945699e-10 -9.076387640608957e-09 -3.0247142119588186e-09 -3.908389895840531e-08 -2.3089057787599674e-08 -1.5022470415148556e-07 -3.443240081826673e-07 9.19176111461007e-07 6.21623860315307e-07
pcs.V7 -3.42295342382315e-09 3.492361750762128e-07 -8.9505927647799e-09 6.552874871103249e-11 -3.081161463743328e-06 6.805243649861706e-08 4.987256811017871e-10 -1.0146710223109571e-11 1.0419660195643394e-08 2.0809193847314377e-08 -1.498278293800013e-08 1.709683190864498e-08 1.9844091441747854e-06 2.710152604762862e-08 1.5093624677960795e-08 -2.4965636901584446e-08 1.2143430770213562e-08 5.5554106331854995e-09 2.7678980766198584e-08 1.7487146511199497e-09 -1.4893390357402632e-08 -2.6212106836126088e-09 -9.501592432843074e-09 9.307376516050177e-09 3.6985226459197296e-08 -5.597191349328911e-08 1.2966061376512403e-08 -8.795112822626607e-09 -2.262396204391993e-07 -4.705687081362658e-07 5.044673877775879e-07 1.2354628654700844e-07
pcs.V8 -3.589245071486054e-08 5.4217248932085605e-08 -3.0443250064644e-09 3.2416903906919775e-11 -2.4936443731295868e-05 1.4951538700246396e-06 -2.8493202932933087e-08 1.756174028678292e-10 3.246763110680306e-08 -5.7996705294322894e-08 -5.410494120311724e-08 -1.7620400330038176e-10 2.7101526047631513e-08 1.954683659759157e-06 2.162830570320031e-09 -3.264458594581438e-08 -3.5661974571410485e-09 3.510828354064647e-08 2.105444695657449e-08 -3.2932058536907456e-08 4.232121764881655e-09 -1.3638234818591134e-09 4.644320492910893e-09 5.521009953307957e-09 2.647137816313415e-08 2.2508547061957768e-08 2.4483216571931526e-08 -5.7255834281452255e-09 -3.050348426447453e-07 -4.505819058356709e-07 7.328967461557951e-07 6.19734594664139e-08
pcs.V9 4.4519685585820655e-07 -6.232234666731511e-07 1.2782239175252596e-08 -8.305600019084627e-11 3.625531301029e-05 -2.044755278121542e-06 3.753503467162864e-08 -2.2427588583475195e-10 -5.476775228512864e-08 4.484342908243784e-09 1.674818955488428e-08 2.9432689919786165e-08 1.5093624677957073e-08 2.162830570323831e-09 1.962663275062001e-06 -1.3610970237376547e-08 3.1517761683098936e-08 2.7985846816714138e-08 4.411761813797118e-08 -6.561217805482024e-09 2.1272132053801107e-08 1.0137370443400639e-08 4.513072596950695e-09 -2.049955607634579e-08 -4.6077588298567816e-08 -3.5237524691946843e-09 -1.0831795982538135e-08 1.224807836379183e-08 2.442213862887192e-07 9.929400858025153e-08 3.02322207357351e-07 -7.382617650251104e-07
pcs.V10 3.7110462457230234e-07 -2.4968573611921306e-07 5.81761185297734e-09 -4.2353368837423345e-11 4.585753757958346e-06 -2.7232753192715665e-07 4.717350033786203e-09 -2.694059728108705e-11 1.8890283531181065e-08 4.211409754019274e-08 -1.4534181531457736e-08 -5.088549372305664e-09 -2.4965636901585095e-08 -3.2644585945812344e-08 -1.3610970237378529e-08 1.949372502044196e-06 1.0239024662981546e-08 2.3031112188377443e-08 2.7128733593205663e-08 1.523826326939851e-08 -3.526163413675103e-08 9.403302173820387e-09 -5.248916841941464e-09 -1.0351210021048129e-08 1.1846794441902636e-09 5.1784632082369135e-08 -2.3614185016036235e-08 -1.8634191485379123e-08 5.202801957574064e-07 3.748475093180553e-07 1.6551390754319497e-07 -1.274528877423842e-07
pcs.V11 1.2131136282857092e-07 6.887152382192288e-07 -1.4285472150188984e-08 9.554120317520347e-11 1.0092039057074e-05 -5.588100372460509e-07 1.0352582446000661e-08 -6.41907650594073e-11 3.4453511769554974e-08 -1.1808065562930455e-08 -2.3576192661594377e-08 6.589528788654002e-08 1.2143430770212353e-08 -3.566197457146351e-09 3.1517761683107486e-08 1.0239024662983672e-08 1.9382832876580313e-06 -4.105241248571529e-08 3.281203062192877e-08 -1.9586527735075355e-09 -2.7158708050076854e-08 1.2294799353847832e-08 2.2258294705117653e-08 3.667635900310526e-08 4.900790220180411e-09 -6.157276256784372e-09 -2.275486436367504e-08 1.103851538396691e-08 2.7393326935412114e-08 -1.2532856703956229e-08 -2.2350696039714985e-07 4.5256461994025496e-07
pcs.V12 -4.760498756413576e-07 2.76417266097594e-07 -3.569099113645566e-09 1.2568543363694506e-11 1.6765774254483253e-05 -9.93725516274265e-07 1.8903648196943722e-08 -1.1596192390472177e-10 -3.206174020098669e-08 -1.3190273214307846e-09 5.5341654468569245e-08 -3.035981002909499e-09 5.555410633183862e-09 3.510828354064233e-08 2.798584681672191e-08 2.30311121883795e-08 -4.105241248571674e-08 1.947914569153916e-06 -5.163408008158431e-09 -2.0375872873080787e-09 -2.7265675374770402e-09 1.3781419241933705e-08 1.4600985720305549e-08 -1.3226347796538773e-10 -6.287659117260709e-09 5.304093961070661e-09 -5.009638128911903e-08 3.842373647001448e-08 3.5146533830784924e-07 3.296765264471996e-07 -4.3463233811526703e-07 -7.518946039151109e-07
pcs.V13 -2.0677002222137256e-07 -1.383725586957517e-08 7.260272713155448e-10 -1.2384278493329085e-11 -1.009487710766475e-05 5.929083124579973e-07 -1.2014346992516213e-08 7.949226724285142e-11 -2.058962343466083e-08 -1.0130955898537848e-08 1.408631524041079e-08 -1.6464886646129076e-08 2.7678980766199818e-08 2.105444695657508e-08 4.411761813796898e-08 2.7128733593204634e-08 3.281203062193073e-08 -5.16340800815704e-09 1.9772519937503953e-06 2.702669723927935e-08 -2.184047901807253e-08 3.0429447449110806e-08 -5.8603632453732907e-08 -1.5388386930388453e-08 -5.011255147530917e-09 -8.921057905855929e-09 1.7680435765965485e-08 1.384806070268032e-08 3.0064745480240615e-08 2.6804233933283073e-09 -2.5352324908220306e-07 -2.734995986334878e-07
pcs.V14 -6.482242278008411e-09 1.0135595579226804e-07 -8.877141083863811e-10 -2.558727368147558e-12 6.843866879016064e-06 -3.654444862016049e-07 6.095132264499544e-09 -3.199055160129029e-11 3.4954441375463985e-08 -2.3593108562555183e-09 1.3947196436319389e-08 -3.3892190058795002e-09 1.7487146511190992e-09 -3.293205853690831e-08 -6.561217805479832e-09 1.5238263269399287e-08 -1.9586527735085997e-09 -2.037587287308559e-09 2.7026697239279175e-08 1.947166459226756e-06 -3.695374612165397e-09 -7.86495420647366e-09 2.3321809458669142e-08 3.321497546306423e-09 -2.8671238266535724e-08 -1.0517553525782834e-08 -2.3984125433090553e-09 -4.2327247450928195e-08 3.3555336544927363e-08 1.1158047831071455e-07 4.679894847607782e-07 1.01323226011493e-07
pcs.V15 -1.6435288982873572e-07 -2.086211500413909e-07 5.042693317179074e-09 -3.718375340722233e-11 -3.480855823920577e-07 -1.164225762256069e-08 1.3287141376659561e-09 -1.6024954957641238e-11 -2.6677251091451657e-09 -8.062861614018775e-09 2.2116581551670743e-08 -1.9022084317117626e-09 -1.4893390357402599e-08 4.232121764883239e-09 2.1272132053799016e-08 -3.526163413675148e-08 -2.7158708050077522e-08 -2.7265675374779927e-09 -2.184047901807186e-08 -3.6953746121658367e-09 1.9836171953816237e-06 2.58720326720607e-09 1.2942959438124512e-08 3.149744882591319e-08 2.9891989580342866e-09 1.3038368043112413e-08 -5.3781039080405767e-08 1.5623927237558582e-09 6.951780240456102e-08 1.3791779578428051e-07 -1.1652180706358306e-06 6.909182073578267e-07
pcs.V16 1.5682896165726567e-07 -7.35226841510931e-07 1.304425701207208e-08 -7.141819473864208e-11 -7.4687089935903905e-06 2.8037570064441943e-07 -1.810414802904065e-09 -1.0852522156610033e-11 -2.1208339107387164e-08 5.948470394510336e-09 2.8048606362318454e-08 5.435722833543543e-09 -2.6212106836119334e-09 -1.3638234818531726e-09 1.0137370443391996e-08 9.40330217381859e-09 1.229479935384646e-08 1.3781419241930755e-08 3.042944744911317e-08 -7.864954206475018e-09 2.5872032672056815e-09 1.9511634738023905e-06 -8.42206605128322e-09 5.4063319388168156e-09 -2.6041338073968667e-08 5.816103417484362e-10 -2.5723538694320448e-08 -3.588415569140622e-08 -2.5268488707538594e-07 -1.951991763752181e-07 4.683657555878134e-07 5.32195716427757e-07
pcs.V17 1.6825623655134487e-07 -1.4182629747725703e-06 2.6139243094146433e-08 -1.5608430931809612e-10 -3.198823656710886e-05 1.8912171575372892e-06 -3.634574297760593e-08 2.2720037726365403e-10 -2.9918037044244685e-08 -1.1437748255248831e-08 -7.2875407119128216e-09 5.236375829885344e-09 -9.501592432838963e-09 4.6443204929227036e-09 4.513072596929864e-09 -5.248916841946974e-09 2.2258294705119936e-08 1.460098572030414e-08 -5.8603632453728863e-08 2.3321809458667184e-08 1.2942959438122298e-08 -8.42206605128892e-09 1.992567664004939e-06 4.464278562501759e-08 -2.4124565402157373e-08 -1.8989239826030235e-08 -2.0470334006593766e-08 -3.162429371161693e-08 5.329190807607421e-09 -1.4221324947802472e-07 -4.935823754135396e-07 4.7378354139926934e-07
pcs.V18 4.253215686292752e-07 -8.289211500720281e-07 1.5481885811375625e-08 -9.499364940218618e-11 8.956235755043107e-06 -4.2603433314765077e-07 5.372979418463622e-09 -1.2175314833789242e-11 -2.7682725037322418e-08 1.6432181978212016e-08 -9.732047079952834e-09 -5.832669624880418e-10 9.307376516049614e-09 5.52100995331518e-09 -2.0499556076354573e-08 -1.0351210021049168e-08 3.6676359003101274e-08 -1.3226347797067414e-10 -1.538838693038536e-08 3.3214975463043185e-09 3.149744882591341e-08 5.406331938819399e-09 4.4642785625029634e-08 1.8917235729305358e-06 -7.618135534050112e-09 -1.4593658230768492e-08 -5.05070138547501e-09 -1.4653634069603097e-08 2.540674345522086e-07 3.584421924253031e-07 -8.78211066099765e-07 2.8221875808569862e-08
pcs.V19 -8.272754304039396e-07 2.476923828074378e-06 -4.9432695564875515e-08 3.171568867942283e-10 -2.051018654722265e-06 1.0114097635796312e-07 -1.313410326271178e-09 4.087917592016092e-12 -2.8388969345906743e-08 2.0315960708969398e-08 -2.5980030021667157e-09 -9.076387640623324e-09 3.698522645919699e-08 2.6471378163114482e-08 -4.607758829854184e-08 1.1846794441947473e-09 4.900790220188458e-09 -6.287659117248877e-09 -5.0112551475391696e-09 -2.8671238266530377e-08 2.989198958034317e-09 -2.6041338073972836e-08 -2.4124565402183823e-08 -7.618135534045784e-09 1.9139201674555402e-06 1.86887160881991e-08 -1.5497522797252564e-08 9.143803256647596e-09 -3.5050937653301607e-07 -2.2070741377646113e-07 -4.672543628260205e-07 3.565329175295608e-07
pcs.V20 -1.9676406423356292e-07 -3.7984266191218955e-08 1.1073628958452505e-09 -7.98592488252121e-12 1.126815509732736e-05 -6.382597040824738e-07 1.1175271547824044e-08 -6.16200729646291e-11 -2.2332130434787037e-08 2.986100641333581e-08 9.194286419074598e-09 -3.024714211956632e-09 -5.597191349329009e-08 2.2508547061957662e-08 -3.523752469193056e-09 5.1784632082369956e-08 -6.157276256786087e-09 5.3040939610691945e-09 -8.92105790585584e-09 -1.0517553525783164e-08 1.3038368043112945e-08 5.816103417505947e-10 -1.8989239826026297e-08 -1.4593658230765868e-08 1.8688716088192152e-08 1.9727317185465872e-06 -7.49176053288019e-09 1.815030738579152e-08 6.323048130313076e-07 6.307850592739816e-07 -1.3607863928091222e-06 -5.79495953043993e-07
pcs.V21 8.991090176753679e-08 -8.537010731399291e-08 -1.4517557928022634e-09 2.6959288818865776e-11 -1.60104859718942e-05 6.734908594689552e-07 -8.129961166304639e-09 2.3698241633922818e-11 2.1514770440234694e-08 1.530160730209544e-09 -1.2415334630359449e-08 -3.908389895840731e-08 1.2966061376513752e-08 2.4483216571932635e-08 -1.0831795982541357e-08 -2.3614185016037422e-08 -2.275486436367312e-08 -5.009638128911818e-08 1.7680435765965674e-08 -2.398412543308888e-09 -5.3781039080406514e-08 -2.5723538694322913e-08 -2.0470334006597713e-08 -5.050701385478295e-09 -1.549752279724353e-08 -7.491760532880669e-09 1.9071370596861627e-06 -7.947708374268784e-09 -2.0529701815190604e-07 -3.020586074495147e-07 1.798218181299782e-07 -2.8343857529678893e-07
pcs.V22 -2.3746005653199675e-07 4.4819303459389454e-07 -9.559992891167918e-09 6.259692492536562e-11 -1.4741876260425453e-05 9.179796542342711e-07 -1.8847318581009904e-08 1.245838436259445e-10 1.7697942255480624e-08 1.7769402781602336e-08 -7.231087837930224e-09 -2.308905778760608e-08 -8.795112822624932e-09 -5.725583428148908e-09 1.2248078363794353e-08 -1.8634191485379576e-08 1.1038515383971678e-08 3.842373647001937e-08 1.3848060702678415e-08 -4.232724745092666e-08 1.5623927237549233e-09 -3.58841556914107e-08 -3.162429371162907e-08 -1.4653634069606722e-08 9.143803256659902e-09 1.8150307385792977e-08 -7.94770837427066e-09 1.974585226642974e-06 1.1761534326817435e-07 8.354736394076108e-08 1.0709653056557361e-07 -7.511230024468484e-07
proband -2.818500710182855e-05 7.534278785555159e-06 -1.3934332678356964e-07 7.672581075206189e-10 0.0002708739025151936 -1.650115638597637e-05 3.2192217430833213e-07 -2.0663068298784307e-09 5.059009241774378e-07 6.019071528716352e-08 6.412649869990971e-08 -1.5022470415150335e-07 -2.2623962043920346e-07 -3.050348426448074e-07 2.4422138628882013e-07 5.202801957574284e-07 2.7393326935426252e-08 3.514653383078557e-07 3.0064745480211346e-08 3.3555336544937065e-08 6.95178024045622e-08 -2.526848870753706e-07 5.329190807562509e-09 2.540674345522608e-07 -3.5050937653308754e-07 6.323048130313283e-07 -2.0529701815192584e-07 1.1761534326812345e-07 0.000271404887954155 0.00016109274981067044 -0.000246691976634711 -0.00024646052900703706
sibling -3.716807297476929e-05 1.6550261860782155e-05 -2.874697243909507e-07 1.534071182173604e-09 0.0004550825726981488 -2.5354335207050053e-05 4.4045280241159147e-07 -2.438594520116199e-09 5.233058534076516e-07 1.5871648227122935e-07 -1.1616408735724107e-07 -3.4432400818270245e-07 -4.7056870813628144e-07 -4.5058190583579476e-07 9.929400858045236e-08 3.748475093181026e-07 -1.2532856703937642e-08 3.2967652644722474e-07 2.680423393275355e-09 1.1158047831073591e-07 1.3791779578428763e-07 -1.951991763751884e-07 -1.4221324947810228e-07 3.584421924254009e-07 -2.2070741377661844e-07 6.307850592740251e-07 -3.0205860744956265e-07 8.354736394065891e-08 0.00016109274981067055 0.0003699990612512421 -0.00030552712149184186 -0.0003037088103163278
paternal 5.193967775776131e-05 -1.3186922394380403e-05 1.965805049525034e-07 -8.699311468034283e-10 -0.00018153371220648544 7.94403013357899e-06 -9.891981094825832e-08 3.286086506688951e-10 8.792176090523461e-07 -1.2433790577766447e-06 2.0664992941783918e-07 9.191761114610748e-07 5.044673877775511e-07 7.328967461558422e-07 3.0232220735731257e-07 1.6551390754319608e-07 -2.235069603972172e-07 -4.346323381153003e-07 -2.535232490821682e-07 4.679894847607684e-07 -1.1652180706358157e-06 4.68365755587843e-07 -4.935823754133921e-07 -8.782110660997352e-07 -4.6725436282615364e-07 -1.3607863928091373e-06 1.798218181299891e-07 1.0709653056558726e-07 -0.0002466919766347118 -0.0003055271214918429 0.0006422313741192372 0.0001195573273212367
maternal 3.67130828553273e-05 -6.076370144777119e-06 1.0621013908679623e-07 -5.25475413285449e-10 -0.000607961378306494 3.3491357707497935e-05 -5.739174592798931e-07 3.0733076838248017e-09 5.314005680280071e-07 -8.391381456619496e-07 2.611285334063077e-07 6.216238603153001e-07 1.2354628654703642e-07 6.197345946650506e-08 -7.382617650252857e-07 -1.2745288774242913e-07 4.525646199402604e-07 -7.518946039151031e-07 -2.7349959863345124e-07 1.013232260114824e-07 6.909182073578208e-07 5.321957164277142e-07 4.737835413992715e-07 2.8221875808448376e-08 3.5653291752977366e-07 -5.794959530440283e-07 -2.834385752967518e-07 -7.511230024467628e-07 -0.00024646052900703696 -0.0003037088103163274 0.00011955732732123615 0.0006434658050044367
