 intercept age age2 age3 sex agesex age2sex age3sex pcs.V3 pcs.V4 pcs.V5 pcs.V6 pcs.V7 pcs.V8 pcs.V9 pcs.V10 pcs.V11 pcs.V12 pcs.V13 pcs.V14 pcs.V15 pcs.V16 pcs.V17 pcs.V18 pcs.V19 pcs.V20 pcs.V21 pcs.V22 proband sibling paternal maternal
pcs.V5 -2.3933576720368085e-07 -6.313205513700693e-08 7.292571003381813e-10 -4.676329904202665e-12 -8.772292776897678e-07 5.5625345858517474e-08 -9.954843479084812e-10 6.077793358197699e-12 -3.485290387305541e-08 5.3490077866731154e-08 1.3200186690078864e-06 8.084422498691091e-09 -7.539017237210215e-09 -3.34098001800598e-08 1.071818244736534e-08 -8.486333211580172e-09 8.476040172736483e-09 3.811619004140052e-08 1.2892178036102382e-08 9.59723875751072e-09 6.518173360705321e-09 2.466711968411149e-08 -1.8029849155626755e-08 -1.4389650576663646e-08 3.0436364431430492e-09 1.9822922829740472e-08 -6.443833822291702e-09 3.2087989551415686e-09 7.687699363920358e-08 -7.018402104551482e-09 5.509198587809003e-07 -3.0344373671117847e-07
pcs.V6 -7.924350481269687e-08 1.6444107756585448e-07 -4.097384555844693e-09 3.0108406941871625e-11 1.3887616657578826e-06 -4.374642978372291e-08 3.549894383027871e-10 -1.6779869722334604e-12 1.1028769961171037e-08 -1.5615604229211948e-08 8.084422498691169e-09 1.2634991052092534e-06 2.6348145247416646e-09 -7.984749081635328e-09 1.496540911579576e-08 -8.137598210368513e-09 3.6290270069706235e-08 -6.628887189443079e-09 -1.390298289549475e-08 -7.425728077048537e-09 1.3042295069182974e-08 1.3526401788466873e-09 -2.936574109846878e-09 3.867499536988456e-09 -2.2354851404921625e-09 1.0901688406027193e-08 -2.764308636173648e-08 -1.4075906557431568e-08 -1.2530253823046135e-07 -2.911921278271862e-07 7.302213220375195e-07 3.9518685210366614e-07
pcs.V7 3.5728389177171263e-08 2.1687469569281214e-07 -5.244487631370586e-09 3.652748113749745e-11 1.916812874832496e-06 -1.6739761493015378e-07 4.000798465613962e-09 -2.7165714723600316e-11 2.5064864877845875e-08 2.8727922466260078e-08 -7.539017237210302e-09 2.6348145247418747e-09 1.4337814759160424e-06 6.576944843414115e-09 2.8659461779968254e-09 -3.2275028072992136e-08 1.4249773939162084e-09 -5.721666685717304e-09 2.33015415869495e-08 -5.111631307076166e-09 -3.401989170116861e-09 4.680739505342224e-10 -2.4380779716837767e-08 1.0423032571965748e-08 1.518098628221149e-08 -4.0549398408620356e-08 -4.437446956662404e-09 -8.425990688817771e-09 -3.610392649184756e-08 -2.3740272766875417e-08 2.590456196318183e-07 -3.4753214756741366e-07
pcs.V8 1.1412563124211915e-07 5.431641741780579e-08 -2.328755523997395e-09 2.276987904479446e-11 -5.00215605111945e-06 2.954216004498593e-07 -5.5214960803717796e-09 3.430161252179778e-11 2.3529069075957286e-08 -4.9158958824841124e-08 -3.34098001800595e-08 -7.98474908163569e-09 6.576944843413833e-09 1.4197667645558873e-06 1.8359046664562738e-08 -1.3346997221862477e-08 3.3499833112006804e-10 4.649496278496487e-08 1.3260767907089031e-08 -2.4568649284336858e-08 4.807194132182219e-09 2.526897090798215e-09 -5.015011383512801e-09 2.427713000678091e-08 1.38917240505721e-08 2.257774411765159e-08 3.890859233456269e-09 -5.802252738461697e-09 -6.5083143287492e-08 -1.3551876169786564e-07 2.3495537391913203e-07 -1.1830391073574846e-08
pcs.V9 -1.6974970380391476e-07 6.913179626240488e-08 -4.4062834176716246e-10 -1.9411831930769977e-12 5.391764040512666e-06 -2.717758622874176e-07 4.556579964324018e-09 -2.566775925963911e-11 -2.6089818366713083e-08 -1.5482386698935146e-08 1.0718182447365117e-08 1.4965409115796054e-08 2.865946177997051e-09 1.83590466645628e-08 1.3967666728710388e-06 -1.0265943777438458e-08 6.060190091495113e-09 2.4131443689358017e-08 1.939254875378082e-08 -8.747114613636172e-09 1.3229717215564897e-09 -4.187118149440033e-09 -5.570673984699501e-10 -2.639400053713666e-08 -3.939218988600324e-08 -7.93631734057807e-09 -5.847237428089355e-09 9.731033875564984e-09 5.801898035887521e-08 -9.704591334808125e-08 2.6344048817040784e-07 -2.2553684283331003e-07
pcs.V10 1.2997724924202696e-07 1.5379425022498824e-07 -2.2567723499971017e-09 9.927038924391627e-12 1.0189165679530137e-06 -4.090004200333991e-08 4.889113691821512e-11 3.5530455380332265e-12 2.0668799971221255e-08 2.7332733437886783e-08 -8.486333211580128e-09 -8.137598210368498e-09 -3.2275028072992216e-08 -1.334699722186221e-08 -1.0265943777438656e-08 1.415992774734296e-06 7.093254299021081e-09 1.2027286592485547e-08 1.9177606547173012e-08 9.571484167306282e-09 -2.956270308933406e-08 2.6294477053666758e-09 -3.923571860378965e-09 -2.0260766732632213e-09 1.885057070795266e-09 2.8686494517789803e-08 -4.8710863377616995e-09 -6.678016921813468e-09 1.8614333960742764e-07 1.2244673376042322e-07 2.764029438662376e-07 1.8087544792843603e-07
pcs.V11 6.2050260043534e-08 2.5885255965963986e-07 -6.0354132568968005e-09 4.4538989246761263e-11 -3.3876639318129224e-06 1.9256045807038967e-07 -3.150474727297553e-09 1.4462085695197064e-11 1.942598418432664e-08 -5.3879955585552605e-09 8.476040172736712e-09 3.629027006970603e-08 1.4249773939159753e-09 3.3499833112017836e-10 6.06019009149498e-09 7.093254299020871e-09 1.3682132450268342e-06 -2.4001450360177903e-08 4.102163494999258e-09 -2.1774697813107816e-09 -1.3364099525292321e-08 -8.426644048360185e-09 4.1999004008473416e-09 8.777233141817272e-09 -2.6249417785655132e-09 3.819621933667035e-09 -1.808138567416258e-08 5.81107513823902e-09 -2.832232719539569e-08 -8.392997364659016e-08 2.4159520173861247e-07 2.5069075775157707e-08
pcs.V12 -1.8715746251650716e-07 -5.147009107473569e-07 1.1126391661945479e-08 -7.536441790932876e-11 -2.8197325134394786e-07 1.706020728139361e-08 -2.0446958294152476e-10 8.351577268051255e-14 -1.356712106017599e-08 -6.407809072895862e-09 3.8116190041400326e-08 -6.628887189443044e-09 -5.721666685716904e-09 4.649496278496414e-08 2.4131443689358643e-08 1.2027286592485669e-08 -2.40014503601784e-08 1.398620195893391e-06 -5.178327726901069e-09 -3.169036563955e-09 3.7989246504158086e-10 1.5816998233765474e-08 -8.51263305464836e-10 -1.3466107281928111e-08 -1.6454937575323092e-08 1.0743625754131593e-08 -3.0288000311857374e-08 2.821438984477161e-08 1.5321016310790897e-07 2.1502963097359187e-07 -2.5296350692314195e-07 -2.868464641802601e-07
pcs.V13 -6.247816326672234e-08 6.634905104786874e-08 -1.1933107409049433e-09 2.5309994002533132e-12 -2.5344366686706488e-06 1.4468220170119792e-07 -3.2609061835722465e-09 2.3895929019450714e-11 -2.791526181944722e-10 9.869670211822844e-09 1.2892178036102557e-08 -1.390298289549495e-08 2.3301541586949358e-08 1.3260767907089043e-08 1.9392548753780763e-08 1.9177606547172866e-08 4.102163494999224e-09 -5.178327726900713e-09 1.426891150597001e-06 1.2563652159310629e-08 -2.069343327026475e-08 1.903161995951749e-08 -4.285952572555781e-08 -2.226431865951489e-08 -2.0173307899988147e-08 -3.263666147191523e-10 1.9484371981455293e-08 1.7551389434754134e-08 2.0339325203270317e-08 1.7604666147335797e-08 1.2166801355424912e-07 -4.4314504756184413e-07
pcs.V14 -1.909043887230236e-08 2.4158243971066154e-08 -2.8090891347565894e-10 -9.280836299935495e-13 8.443887098988506e-07 -8.579976674240255e-08 1.935878940691037e-09 -1.2176536275823371e-11 1.7393426763225885e-08 -1.602030834239262e-08 9.597238757510658e-09 -7.425728077048409e-09 -5.111631307076107e-09 -2.4568649284336834e-08 -8.747114613636174e-09 9.57148416730635e-09 -2.1774697813107316e-09 -3.169036563955224e-09 1.2563652159310647e-08 1.3975603923214783e-06 -1.5642155253938964e-08 -9.547972393987204e-09 9.994119575024196e-09 -1.3543146785308966e-08 -1.252236443758387e-08 4.387296972717209e-09 -2.961609354166681e-09 -1.695606548970734e-08 6.632708051317522e-08 -9.782243389816075e-10 3.8111475730470094e-07 9.504846598076196e-08
pcs.V15 -7.863670003536519e-08 -2.458819167271956e-07 5.181060498526175e-09 -3.496962675727649e-11 2.6146927318515127e-07 -7.696598357732802e-08 2.879373661688496e-09 -2.6912440580139798e-11 -1.282057074305931e-08 -1.9040507339236116e-08 6.5181733607051315e-09 1.3042295069183151e-08 -3.4019891701166184e-09 4.807194132181911e-09 1.3229717215567471e-09 -2.9562703089333914e-08 -1.3364099525292488e-08 3.7989246504136905e-10 -2.0693433270264908e-08 -1.564215525393888e-08 1.4261720797231957e-06 2.5362792293674318e-09 3.4539493233509214e-09 1.7414674141659113e-08 8.142850806027348e-09 -1.1072401423712248e-08 -3.3836846600234034e-08 -9.387494073881235e-09 2.923985835932258e-08 8.83742163700333e-08 -5.294476947261241e-07 2.681214320498027e-07
pcs.V16 4.244088846821707e-08 -3.030935767378583e-07 5.422767435279543e-09 -2.8563509671489333e-11 2.4158235339144044e-08 -9.118914919550779e-08 4.019082752550728e-09 -3.9766019592608274e-11 -1.6289365771208303e-08 1.2662709226431894e-08 2.4667119684111272e-08 1.3526401788468755e-09 4.680739505344805e-10 2.526897090797856e-09 -4.187118149439777e-09 2.6294477053668516e-09 -8.426644048360374e-09 1.5816998233765183e-08 1.903161995951732e-08 -9.547972393987069e-09 2.536279229367439e-09 1.3881749540323282e-06 -6.971954119005478e-09 -9.507931819518322e-10 -2.5570554462679195e-08 3.270515180930374e-09 -1.734898109563483e-08 -2.413057134043832e-08 -2.262360629973193e-07 -2.202462223373972e-07 3.807159583566847e-07 4.5225266003409186e-07
pcs.V17 1.000369883085706e-08 -1.7201518756260816e-07 3.0254439577043175e-09 -1.7266952440926888e-11 1.1710897975357782e-06 -5.5519042655176076e-08 4.252064262890177e-10 2.4201823011674253e-12 -3.2875794057751126e-08 -1.561341256461654e-10 -1.802984915562687e-08 -2.936574109846803e-09 -2.4380779716837608e-08 -5.015011383512968e-09 -5.570673984697669e-10 -3.9235718603788826e-09 4.1999004008472464e-09 -8.512633054649651e-10 -4.285952572555789e-08 9.994119575024246e-09 3.453949323350923e-09 -6.971954119005464e-09 1.424989895927066e-06 3.716873041504521e-08 -1.6756774545378852e-08 -8.345684473063697e-09 -9.631082597486794e-09 -2.139106015081579e-08 -1.859510385630215e-09 -2.1108364957455927e-08 -3.538592430784496e-07 1.565837926227225e-07
pcs.V18 -3.079235451740852e-08 1.9531743450833148e-07 -4.096610132158672e-09 2.5157437713009675e-11 1.565719189224487e-06 -4.803543825575591e-08 -8.461819882522412e-10 2.0941490097848893e-11 -3.124765533127935e-09 1.0530872966808947e-08 -1.4389650576663587e-08 3.867499536988465e-09 1.0423032571965728e-08 2.4277130006781066e-08 -2.6394000537136723e-08 -2.026076673263263e-09 8.77723314181737e-09 -1.3466107281928192e-08 -2.2264318659514807e-08 -1.354314678530902e-08 1.7414674141659044e-08 -9.507931819518645e-10 3.716873041504516e-08 1.3853303839292287e-06 -9.976459952807714e-09 -1.716838151626793e-08 -8.715213542479023e-10 -2.9033562233395034e-09 2.6964402480654997e-07 3.628446925990106e-07 -5.031106423414929e-07 -3.8932551709945003e-07
pcs.V19 4.492067639979818e-08 3.2032014308477835e-07 -7.985863556571561e-09 6.04088676904756e-11 -3.895379807734172e-06 1.9315141165697867e-07 -2.9196111158746497e-09 1.373389778428945e-11 -9.859746702363232e-09 1.0004298500484475e-08 3.0436364431432995e-09 -2.2354851404923697e-09 1.518098628221129e-08 1.3891724050572202e-08 -3.9392189886003375e-08 1.8850570707950555e-09 -2.6249417785655235e-09 -1.645493757532262e-08 -2.017330789998812e-08 -1.2522364437583929e-08 8.142850806027545e-09 -2.5570554462679e-08 -1.6756774545378776e-08 -9.97645995280784e-09 1.3867899893067466e-06 4.52957625979139e-09 -3.4943769731280675e-09 3.885184566180377e-09 -3.10560805935046e-07 -3.4431362634141586e-07 1.0708877949114986e-07 1.9948394116057898e-07
pcs.V20 -1.4225439156671646e-07 -1.0095157813997686e-07 2.235677100026248e-09 -1.4771063463021312e-11 -2.4175545113661603e-06 1.582174555309311e-07 -3.7122996985763907e-09 2.8485770524057842e-11 -2.372238821749108e-08 1.1354152456976999e-08 1.9822922829740578e-08 1.0901688406027006e-08 -4.0549398408620316e-08 2.2577744117651242e-08 -7.936317340577778e-09 2.868649451778971e-08 3.819621933666757e-09 1.0743625754131965e-08 -3.263666147193331e-10 4.387296972717279e-09 -1.1072401423711965e-08 3.270515180930691e-09 -8.34568447306355e-09 -1.7168381516267962e-08 4.529576259791111e-09 1.3861752601218556e-06 -6.924643999899149e-09 2.3780556071319023e-08 1.6969320528238923e-07 1.2614339954797734e-07 -2.8150260411535244e-07 -1.7426609635218535e-07
pcs.V21 1.9345038737920493e-08 2.344777837867484e-07 -5.97039393981524e-09 4.5804800629604036e-11 5.436283774908674e-06 -4.552419574251647e-07 1.1046213786304566e-08 -8.171939490591672e-11 8.332940773560818e-09 4.7393048817450245e-09 -6.44383382229215e-09 -2.764308636173587e-08 -4.437446956662182e-09 3.8908592334565024e-09 -5.847237428089193e-09 -4.871086337761394e-09 -1.808138567416239e-08 -3.028800031185852e-08 1.948437198145518e-08 -2.961609354166751e-09 -3.3836846600234576e-08 -1.7348981095635594e-08 -9.631082597487123e-09 -8.715213542478146e-10 -3.4943769731274264e-09 -6.924643999899539e-09 1.3827371586471302e-06 3.0539819854739243e-09 6.155316761712873e-08 4.396200561121613e-08 -1.802595395102766e-07 -4.3377990033889107e-07
pcs.V22 3.4090945821373834e-08 4.021971080452355e-07 -9.698910460305296e-09 6.924970416055124e-11 -1.0320210367156267e-06 3.804442002393026e-08 -9.279016222768782e-10 8.291173895648698e-12 2.0330688178274394e-08 9.639783288822114e-09 3.208798955141739e-09 -1.4075906557431656e-08 -8.425990688818005e-09 -5.802252738461372e-09 9.731033875564675e-09 -6.678016921813581e-09 5.8110751382391864e-09 2.8214389844771745e-08 1.7551389434754325e-08 -1.6956065489707477e-08 -9.387494073881261e-09 -2.4130571340438326e-08 -2.1391060150815836e-08 -2.903356223339592e-09 3.885184566180563e-09 2.378055607131928e-08 3.0539819854733192e-09 1.409281734571573e-06 9.350791346709056e-08 1.0128542770995179e-07 1.7632870881740672e-07 -5.601189077933144e-07
proband -1.874295570495249e-05 1.0530536606915691e-06 -1.9404809869221895e-08 8.025930019081639e-11 3.92111721483913e-05 -2.419335685258302e-06 4.8553761748109074e-08 -3.496348853196211e-10 4.6649522420379167e-07 1.751027029205518e-07 7.687699363919459e-08 -1.2530253823045489e-07 -3.6103926491824916e-08 -6.508314328752894e-08 5.801898035890778e-08 1.8614333960743262e-07 -2.8322327195419122e-08 1.532101631079039e-07 2.033932520325089e-08 6.632708051318671e-08 2.923985835933348e-08 -2.2623606299730512e-07 -1.8595103856250877e-09 2.696440248065523e-07 -3.1056080593507033e-07 1.6969320528236628e-07 6.15531676171737e-08 9.350791346708571e-08 0.00021330830452190717 9.325658316546771e-05 -0.00017392019834478156 -0.0001706761566913159
sibling -2.2437993381331602e-05 -6.34420804027361e-08 1.628510157734348e-08 -2.32726909632617e-10 9.873555765753625e-05 -5.128247009940855e-06 7.457712404267881e-08 -3.075354446459978e-10 4.997506663703288e-07 2.820825277564986e-07 -7.018402104562415e-09 -2.9119212782717647e-07 -2.374027276684852e-08 -1.3551876169790347e-07 -9.704591334804789e-08 1.2244673376042994e-07 -8.392997364661264e-08 2.150296309735802e-07 1.760466614731649e-08 -9.782243389683034e-10 8.837421637004333e-08 -2.2024622233738194e-07 -2.1108364957452767e-08 3.6284469259901213e-07 -3.4431362634143804e-07 1.2614339954795002e-07 4.396200561126475e-08 1.0128542770994949e-07 9.325658316546723e-05 0.00027870465559201043 -0.00021152116152902483 -0.00020795531237772905
paternal 3.0654522582479055e-05 1.3839231757554673e-06 -5.405317968491213e-08 4.975441547288579e-10 -5.093028357350978e-05 1.1192265713483844e-06 1.6506186797480837e-08 -3.24922422801151e-10 3.6114851278362356e-07 -1.059952905047141e-06 5.50919858780913e-07 7.302213220375127e-07 2.590456196317836e-07 2.3495537391919418e-07 2.634404881703519e-07 2.7640294386622946e-07 2.4159520173865323e-07 -2.5296350692314004e-07 1.2166801355428083e-07 3.8111475730468246e-07 -5.294476947261427e-07 3.80715958356661e-07 -3.538592430784608e-07 -5.031106423414984e-07 1.070887794911913e-07 -2.815026041153182e-07 -1.8025953951034905e-07 1.7632870881741757e-07 -0.0001739201983447818 -0.000211521161529026 0.0004116219295695242 0.00011616103571702453
maternal 2.541917628187122e-05 5.153923441855857e-06 -1.022905096515648e-07 6.848152982448589e-10 5.865578882134747e-06 -2.1319803185777456e-06 8.395880545575547e-08 -8.150189870729184e-10 4.019661126044829e-07 -8.524860819279055e-07 -3.0344373671117095e-07 3.9518685210366396e-07 -3.475321475674451e-07 -1.1830391073518438e-08 -2.2553684283335866e-07 1.808754479284349e-07 2.5069075775194427e-08 -2.868464641802671e-07 -4.43145047561814e-07 9.504846598074404e-08 2.68121432049777e-07 4.522526600340575e-07 1.5658379262271184e-07 -3.8932551709944807e-07 1.994839411606154e-07 -1.742660963521553e-07 -4.337799003389569e-07 -5.601189077933003e-07 -0.00017067615669131658 -0.0002079553123777305 0.00011616103571702507 0.00040189868108182915
